order_id,user_id,order_number,days_since_prior_order,days_since_first_order,product_id,reordered
390867,63,16,5,154,42445,1
390867,63,16,5,0,25598,0
390867,63,16,5,0,15438,0
390867,63,16,5,0,44491,0
390867,63,16,5,0,27104,0
3140578,63,17,19,173,1463,1
3140578,63,17,19,173,22935,1
3140578,63,17,19,173,21137,1
3140578,63,17,19,173,13176,1
3140578,63,17,19,173,12935,1
3140578,63,17,19,173,49235,1
3140578,63,17,19,173,47672,1
3140578,63,17,19,173,24009,1
3140578,63,17,19,0,30489,0
3140578,63,17,19,173,18288,1
3140578,63,17,19,0,41990,0
3140578,63,17,19,0,19678,0
3140578,63,17,19,0,44683,0
3140578,63,17,19,173,27104,1
3140578,63,17,19,173,25659,1
3140578,63,17,19,0,11005,0
561303,63,18,4,177,21137,1
561303,63,18,4,177,6348,1
561303,63,18,4,177,46075,1
561303,63,18,4,177,6719,1
561303,63,18,4,177,13176,1
561303,63,18,4,177,18288,1
561303,63,18,4,0,24964,0
561303,63,18,4,0,46667,0
561303,63,18,4,0,16726,0
561303,63,18,4,0,38488,0
1023723,63,19,5,0,16797,0
1023723,63,19,5,0,14335,0
1023723,63,19,5,182,49175,1
1023723,63,19,5,182,28849,1
1023723,63,19,5,182,6348,1
1023723,63,19,5,182,24489,1
1023723,63,19,5,182,2228,1
1023723,63,19,5,182,1463,1
1023723,63,19,5,182,13176,1
1023723,63,19,5,182,12935,1
1023723,63,19,5,182,47672,1
2104282,63,20,7,0,39877,0
2104282,63,20,7,0,27744,0
2104282,63,20,7,189,14129,1
2104282,63,20,7,189,1463,1
2104282,63,20,7,189,13176,1
2104282,63,20,7,189,12935,1
2104282,63,20,7,189,49235,1
2838026,63,21,2,191,6348,1
2838026,63,21,2,191,49235,1
2838026,63,21,2,0,12456,0
2838026,63,21,2,0,11512,0
2838026,63,21,2,0,2205,0
2838026,63,21,2,0,8671,0
2838026,63,21,2,191,13176,1
2838026,63,21,2,0,38508,0
1764004,63,22,5,0,31506,0
1764004,63,22,5,0,21903,0
1764004,63,22,5,196,11512,1
1764004,63,22,5,0,8277,0
1764004,63,22,5,196,27744,1
1764004,63,22,5,196,5876,1
1764004,63,22,5,196,42445,1
1764004,63,22,5,196,25598,1
1764004,63,22,5,196,21137,1
1764004,63,22,5,196,13176,1
1764004,63,22,5,196,47672,1
1764004,63,22,5,196,18288,1
1764004,63,22,5,196,24964,1
3028801,63,23,7,0,45007,0
3028801,63,23,7,203,41909,1
3028801,63,23,7,203,6348,1
3028801,63,23,7,203,46075,1
3028801,63,23,7,203,6719,1
3028801,63,23,7,203,43086,1
3028801,63,23,7,203,1463,1
3028801,63,23,7,203,22935,1
3028801,63,23,7,203,49235,1
3028801,63,23,7,203,18288,1
2793873,63,24,3,0,7021,0
2793873,63,24,3,0,7751,0
2793873,63,24,3,206,39799,1
2793873,63,24,3,0,39980,0
2793873,63,24,3,0,29874,0
2793873,63,24,3,0,43922,0
2793873,63,24,3,0,38427,0
2793873,63,24,3,206,21137,1
2793873,63,24,3,206,47672,1
2793873,63,24,3,0,47734,0
2793873,63,24,3,0,48775,0
2793873,63,24,3,0,48706,0
2793873,63,24,3,0,2651,0
2158097,63,25,8,214,47209,1
2158097,63,25,8,214,1463,1
2158097,63,25,8,214,13176,1
2158097,63,25,8,214,49235,1
2158097,63,25,8,214,18288,1
2158097,63,25,8,214,47672,1
1580628,63,26,5,219,8277,1
1580628,63,26,5,219,34213,1
1580628,63,26,5,219,6348,1
1580628,63,26,5,219,46075,1
1580628,63,26,5,219,6719,1
1580628,63,26,5,219,42445,1
1580628,63,26,5,219,18288,1
1580628,63,26,5,219,47672,1
383458,63,27,11,230,8277,1
383458,63,27,11,230,30839,1
383458,63,27,11,230,7559,1
383458,63,27,11,230,47209,1
383458,63,27,11,230,43086,1
383458,63,27,11,230,42445,1
383458,63,27,11,230,25598,1
383458,63,27,11,230,13176,1
383458,63,27,11,230,49235,1
383458,63,27,11,230,24964,1
383458,63,27,11,230,47672,1
97480,63,28,9,239,8277,1
97480,63,28,9,239,7559,1
97480,63,28,9,239,47209,1
97480,63,28,9,239,42445,1
97480,63,28,9,239,1463,1
97480,63,28,9,239,13176,1
97480,63,28,9,239,49235,1
97480,63,28,9,239,33100,1
97480,63,28,9,239,18288,1
97480,63,28,9,239,27104,1
97480,63,28,9,239,47672,1
3301134,63,29,11,250,45007,1
3301134,63,29,11,250,8277,1
3301134,63,29,11,0,28879,0
3301134,63,29,11,0,11865,0
3301134,63,29,11,250,45613,1
3301134,63,29,11,250,47223,1
3301134,63,29,11,250,6750,1
3301134,63,29,11,250,47209,1
3301134,63,29,11,250,6348,1
3301134,63,29,11,250,46075,1
3301134,63,29,11,250,6719,1
3301134,63,29,11,250,22935,1
3301134,63,29,11,250,13176,1
3301134,63,29,11,250,34217,1
3301134,63,29,11,250,18288,1
2352518,63,30,4,0,42342,0
2352518,63,30,4,0,30391,0
2352518,63,30,4,254,42445,1
1128333,63,31,4,258,8277,1
1128333,63,31,4,258,1463,1
1128333,63,31,4,258,13176,1
1128333,63,31,4,258,47209,1
1128333,63,31,4,258,47672,1
1128333,63,31,4,258,33100,1
1023454,63,32,6,264,45007,1
1023454,63,32,6,264,8277,1
1023454,63,32,6,264,30391,1
1023454,63,32,6,264,45613,1
1023454,63,32,6,0,35383,0
1023454,63,32,6,264,28380,1
1023454,63,32,6,264,33636,1
1023454,63,32,6,264,47223,1
1023454,63,32,6,264,6750,1
1023454,63,32,6,264,6348,1
1023454,63,32,6,264,13176,1
1023454,63,32,6,264,18288,1
1023454,63,32,6,264,24964,1
1023454,63,32,6,264,21137,1
1023454,63,32,6,264,47672,1
1023454,63,32,6,264,24009,1
586227,63,33,9,273,27744,1
586227,63,33,9,273,31338,1
586227,63,33,9,273,24184,1
586227,63,33,9,273,27104,1
586227,63,33,9,273,47672,1
77449,63,34,12,285,45007,1
77449,63,34,12,0,5322,0
77449,63,34,12,0,20670,0
77449,63,34,12,0,49131,0
77449,63,34,12,285,30839,1
77449,63,34,12,285,7559,1
77449,63,34,12,285,9339,1
77449,63,34,12,285,47209,1
77449,63,34,12,285,13176,1
77449,63,34,12,285,1463,1
77449,63,34,12,285,47672,1
77449,63,34,12,285,42445,1
77449,63,34,12,285,6348,1
77449,63,34,12,285,8277,1
77449,63,34,12,285,33100,1
77449,63,34,12,285,33636,1
77449,63,34,12,285,35383,1
77449,63,34,12,285,28380,1
1816750,63,35,14,299,8277,1
1816750,63,35,14,299,47209,1
1816750,63,35,14,299,13176,1
1816750,63,35,14,299,12456,1
1816750,63,35,14,299,47672,1
1816750,63,35,14,299,1463,1
1816750,63,35,14,299,42445,1
1816750,63,35,14,299,6348,1
1816750,63,35,14,299,33636,1
1816750,63,35,14,299,28380,1
1816750,63,35,14,0,21417,0
1816750,63,35,14,299,33100,1
2190355,63,36,14,313,45007,1
2190355,63,36,14,0,3952,0
2190355,63,36,14,313,5876,1
2190355,63,36,14,313,8277,1
2190355,63,36,14,313,13176,1
2190355,63,36,14,313,47209,1
2190355,63,36,14,313,47672,1
2190355,63,36,14,313,1463,1
2190355,63,36,14,0,4605,0
2617055,63,37,12,325,3952,1
2617055,63,37,12,325,29820,1
2617055,63,37,12,325,31338,1
2617055,63,37,12,325,24964,1
2617055,63,37,12,325,21137,1
2617055,63,37,12,325,8277,1
2617055,63,37,12,325,13176,1
2617055,63,37,12,325,47672,1
2617055,63,37,12,325,42445,1
2617055,63,37,12,325,1463,1
2617055,63,37,12,325,33100,1
2617055,63,37,12,325,35383,1
2617055,63,37,12,325,7559,1
2617055,63,37,12,325,42110,1
2617055,63,37,12,325,33636,1
1223316,63,38,9,334,35140,1
1223316,63,38,9,334,5876,1
1223316,63,38,9,334,22935,1
1223316,63,38,9,334,18288,1
1223316,63,38,9,334,24964,1
1223316,63,38,9,334,21417,1
1223316,63,38,9,334,42110,1
1223316,63,38,9,334,33636,1
1223316,63,38,9,334,21137,1
1223316,63,38,9,334,47672,1
1223316,63,38,9,334,13176,1
1223316,63,38,9,334,7559,1
1223316,63,38,9,334,1463,1
1223316,63,38,9,334,35383,1
1223316,63,38,9,334,3952,1
443742,63,39,13,347,5876,1
443742,63,39,13,347,21137,1
443742,63,39,13,347,47672,1
443742,63,39,13,347,13176,1
443742,63,39,13,347,7559,1
443742,63,39,13,347,35383,1
443742,63,39,13,0,16185,0
443742,63,39,13,0,16617,0
443742,63,39,13,0,13409,0
443742,63,39,13,347,33100,1
802141,64,1,0,0,40545,0
802141,64,1,0,0,26128,0
802141,64,1,0,0,25146,0
802141,64,1,0,0,13176,0
802141,64,1,0,0,20583,0
802141,64,1,0,0,34262,0
802141,64,1,0,0,31040,0
802141,64,1,0,0,23094,0
802141,64,1,0,0,19101,0
802141,64,1,0,0,38567,0
802141,64,1,0,0,9550,0
802141,64,1,0,0,36772,0
802141,64,1,0,0,35004,0
802141,64,1,0,0,7521,0
802141,64,1,0,0,14947,0
802141,64,1,0,0,44008,0
802141,64,1,0,0,4210,0
2601258,64,2,11,0,18811,0
2601258,64,2,11,0,47209,0
2601258,64,2,11,11,13176,1
2601258,64,2,11,0,46969,0
2601258,64,2,11,0,21903,0
2601258,64,2,11,0,35108,0
2601258,64,2,11,0,13589,0
2601258,64,2,11,0,36550,0
2601258,64,2,11,0,49052,0
2601258,64,2,11,0,21475,0
2057180,64,3,2,0,36758,0
2057180,64,3,2,13,26128,1
2057180,64,3,2,0,30391,0
2057180,64,3,2,0,44359,0
2057180,64,3,2,0,4920,0
2057180,64,3,2,0,36929,0
2057180,64,3,2,13,14947,1
2057180,64,3,2,0,8021,0
2057180,64,3,2,0,18288,0
2057180,64,3,2,0,18840,0
2507322,64,4,12,25,46969,1
2507322,64,4,12,25,13176,1
2507322,64,4,12,25,18811,1
2507322,64,4,12,25,44008,1
2507322,64,4,12,25,4210,1
2507322,64,4,12,25,21903,1
2507322,64,4,12,25,30391,1
2507322,64,4,12,0,44848,0
2507322,64,4,12,0,5825,0
2507322,64,4,12,0,32303,0
2507322,64,4,12,25,47209,1
2507322,64,4,12,0,8479,0
2507322,64,4,12,0,9124,0
2507322,64,4,12,0,5699,0
2507322,64,4,12,0,8022,0
33681,64,5,6,0,5473,0
629726,64,6,19,0,9662,0
629726,64,6,19,0,401,0
629726,64,6,19,50,30391,1
629726,64,6,19,50,47209,1
629726,64,6,19,50,46969,1
629726,64,6,19,50,13176,1
629726,64,6,19,50,21903,1
629726,64,6,19,50,4920,1
629726,64,6,19,0,42265,0
629726,64,6,19,0,28535,0
629726,64,6,19,0,40334,0
629726,64,6,19,0,41950,0
629726,64,6,19,0,40723,0
629726,64,6,19,50,36550,1
629726,64,6,19,0,37029,0
629726,64,6,19,50,44359,1
2302602,64,7,9,59,30391,1
2302602,64,7,9,59,46969,1
2302602,64,7,9,59,40723,1
2302602,64,7,9,59,18288,1
2302602,64,7,9,59,18811,1
2302602,64,7,9,59,35108,1
2302602,64,7,9,59,36929,1
2302602,64,7,9,59,36772,1
2302602,64,7,9,59,5699,1
2302602,64,7,9,59,40334,1
2302602,64,7,9,59,18840,1
2302602,64,7,9,0,31883,0
2302602,64,7,9,59,5473,1
2302602,64,7,9,59,47209,1
2302602,64,7,9,59,36550,1
2302602,64,7,9,59,21903,1
2302602,64,7,9,59,44359,1
2302602,64,7,9,59,35004,1
3215917,64,8,15,74,30391,1
3215917,64,8,15,74,47209,1
3215917,64,8,15,74,40723,1
3215917,64,8,15,74,36550,1
3215917,64,8,15,74,46969,1
3215917,64,8,15,74,18288,1
3215917,64,8,15,74,35004,1
3215917,64,8,15,74,44359,1
3215917,64,8,15,74,21903,1
3215917,64,8,15,74,4920,1
3215917,64,8,15,74,44008,1
3215917,64,8,15,74,36772,1
3215917,64,8,15,74,36929,1
3215917,64,8,15,74,8022,1
3215917,64,8,15,0,15395,0
3215917,64,8,15,74,20583,1
3215917,64,8,15,0,9786,0
2754807,64,9,7,81,46969,1
2754807,64,9,7,81,30391,1
2754807,64,9,7,81,47209,1
2754807,64,9,7,81,21903,1
2754807,64,9,7,81,44359,1
2754807,64,9,7,81,18288,1
2754807,64,9,7,81,40723,1
2754807,64,9,7,81,26128,1
2754807,64,9,7,81,36758,1
2754807,64,9,7,0,8012,0
2754807,64,9,7,0,45374,0
3129760,64,10,9,0,18529,0
3129760,64,10,9,0,2091,0
3129760,64,10,9,90,13176,1
3129760,64,10,9,90,46969,1
3129760,64,10,9,90,47209,1
3129760,64,10,9,90,30391,1
3129760,64,10,9,90,21903,1
3129760,64,10,9,90,44359,1
3129760,64,10,9,90,4920,1
3129760,64,10,9,90,40723,1
3129760,64,10,9,90,44008,1
3129760,64,10,9,90,36550,1
3129760,64,10,9,90,36929,1
3129760,64,10,9,90,5699,1
3129760,64,10,9,90,31883,1
3129760,64,10,9,90,18811,1
3129760,64,10,9,90,28535,1
3129760,64,10,9,90,40334,1
3129760,64,10,9,90,35108,1
3129760,64,10,9,90,20583,1
1583644,65,1,0,0,20734,0
1583644,65,1,0,0,24838,0
1583644,65,1,0,0,27966,0
1583644,65,1,0,0,9076,0
1583644,65,1,0,0,40706,0
1583644,65,1,0,0,6656,0
1583644,65,1,0,0,7173,0
1583644,65,1,0,0,47029,0
1583644,65,1,0,0,32201,0
1583644,65,1,0,0,46584,0
1583644,65,1,0,0,13176,0
1583644,65,1,0,0,37825,0
1583644,65,1,0,0,42891,0
1583644,65,1,0,0,6615,0
1583644,65,1,0,0,48745,0
1583644,65,1,0,0,33731,0
3253911,65,2,7,7,27966,1
3253911,65,2,7,7,24838,1
3253911,65,2,7,0,8230,0
3253911,65,2,7,7,13176,1
3253911,65,2,7,0,28156,0
3253911,65,2,7,0,44781,0
3253911,65,2,7,7,32201,1
3253911,65,2,7,0,47766,0
3253911,65,2,7,0,5337,0
3253911,65,2,7,0,45066,0
3253911,65,2,7,0,42699,0
3253911,65,2,7,0,10782,0
3253911,65,2,7,0,3296,0
1422896,65,3,14,0,1938,0
1422896,65,3,14,0,11097,0
1422896,65,3,14,0,20520,0
1422896,65,3,14,0,14897,0
1422896,65,3,14,0,26209,0
1422896,65,3,14,0,27142,0
1422896,65,3,14,0,22106,0
1422896,65,3,14,0,11136,0
1422896,65,3,14,0,43888,0
1422896,65,3,14,21,24838,1
1422896,65,3,14,0,43154,0
3003586,65,4,1,0,41125,0
3003586,65,4,1,22,13176,1
3003586,65,4,1,0,5161,0
3003586,65,4,1,22,6656,1
3003586,65,4,1,0,38164,0
3003586,65,4,1,0,11534,0
3003586,65,4,1,22,32201,1
3003586,65,4,1,22,44781,1
1625976,65,5,4,26,13176,1
1625976,65,5,4,26,24838,1
1625976,65,5,4,26,32201,1
1625976,65,5,4,26,5161,1
1625976,65,5,4,0,17948,0
1625976,65,5,4,0,18441,0
1625976,65,5,4,0,21903,0
1625976,65,5,4,0,16398,0
1625976,65,5,4,26,5337,1
1625976,65,5,4,0,38827,0
1625976,65,5,4,0,6740,0
1625976,65,5,4,0,19446,0
1625976,65,5,4,0,22262,0
2133732,65,6,15,41,5161,1
2133732,65,6,15,41,20734,1
2133732,65,6,15,41,13176,1
2133732,65,6,15,41,9076,1
2133732,65,6,15,41,42891,1
2133732,65,6,15,0,38920,0
2133732,65,6,15,0,17541,0
2133732,65,6,15,41,6656,1
1999119,65,7,1,42,11136,1
1999119,65,7,1,0,49267,0
1999119,65,7,1,0,46676,0
1999119,65,7,1,0,4478,0
1999119,65,7,1,42,13176,1
1999119,65,7,1,42,5161,1
225812,65,8,29,0,43961,0
225812,65,8,29,0,4605,0
225812,65,8,29,0,45535,0
225812,65,8,29,0,5373,0
225812,65,8,29,71,5161,1
225812,65,8,29,0,4799,0
225812,65,8,29,71,21903,1
225812,65,8,29,71,13176,1
2843095,65,9,8,0,26384,0
2843095,65,9,8,0,39275,0
2843095,65,9,8,0,22963,0
2843095,65,9,8,0,13829,0
2843095,65,9,8,0,42318,0
3029625,65,10,6,0,24852,0
3029625,65,10,6,85,39275,1
3029625,65,10,6,85,32201,1
3029625,65,10,6,85,5161,1
3029625,65,10,6,0,16145,0
3029625,65,10,6,85,24838,1
3029625,65,10,6,85,43154,1
692225,65,11,30,115,38164,1
692225,65,11,30,115,24838,1
692225,65,11,30,115,13176,1
692225,65,11,30,115,6656,1
692225,65,11,30,0,44422,0
692225,65,11,30,115,5161,1
692225,65,11,30,0,30489,0
2630919,65,12,7,122,24838,1
2630919,65,12,7,122,5161,1
2630919,65,12,7,122,6656,1
2630919,65,12,7,0,47042,0
2630919,65,12,7,0,33768,0
2630919,65,12,7,122,38164,1
2630919,65,12,7,122,20734,1
2630919,65,12,7,0,2180,0
2630919,65,12,7,0,40604,0
2630919,65,12,7,0,14486,0
2028484,65,13,14,136,5161,1
2028484,65,13,14,136,33768,1
2028484,65,13,14,136,38164,1
864720,65,14,30,166,5161,1
864720,65,14,30,166,6656,1
864720,65,14,30,166,24838,1
864720,65,14,30,166,39275,1
864720,65,14,30,0,24390,0
864720,65,14,30,0,21137,0
864720,65,14,30,166,4799,1
864720,65,14,30,0,42736,0
864720,65,14,30,0,13984,0
864720,65,14,30,166,40604,1
864720,65,14,30,0,42625,0
864720,65,14,30,166,4605,1
864720,65,14,30,0,20869,0
864720,65,14,30,0,34450,0
864720,65,14,30,0,24964,0
864720,65,14,30,166,43961,1
864720,65,14,30,0,4097,0
1089019,66,1,0,0,39054,0
1089019,66,1,0,0,32548,0
1089019,66,1,0,0,16891,0
1089019,66,1,0,0,17003,0
1089019,66,1,0,0,44022,0
1089019,66,1,0,0,32347,0
1089019,66,1,0,0,39982,0
2143319,66,2,30,30,32347,1
2143319,66,2,30,0,8143,0
2143319,66,2,30,0,9477,0
4595,66,3,30,0,31829,0
4595,66,3,30,0,32226,0
4595,66,3,30,60,8143,1
4595,66,3,30,0,20738,0
4595,66,3,30,0,8832,0
2360283,66,4,30,0,28842,0
2401332,66,5,30,120,28842,1
2401332,66,5,30,120,31829,1
932035,66,6,30,150,8143,1
932035,66,6,30,0,42014,0
932035,66,6,30,0,38892,0
932035,66,6,30,0,19356,0
932035,66,6,30,0,15235,0
3205960,67,1,0,0,196,0
3205960,67,1,0,0,43154,0
3205960,67,1,0,0,13176,0
3205960,67,1,0,0,13575,0
970922,67,2,5,5,43154,1
970922,67,2,5,5,196,1
970922,67,2,5,5,13575,1
970922,67,2,5,5,13176,1
970922,67,2,5,0,47482,0
970922,67,2,5,0,3298,0
596585,67,3,7,12,13176,1
596585,67,3,7,12,196,1
596585,67,3,7,0,6184,0
2037087,67,4,8,20,196,1
2037087,67,4,8,20,13176,1
2037087,67,4,8,20,6184,1
2474111,67,5,8,28,13176,1
2474111,67,5,8,28,196,1
1568481,67,6,7,35,13176,1
1568481,67,6,7,35,196,1
1568481,67,6,7,35,13575,1
1723781,67,7,6,41,13176,1
1723781,67,7,6,41,6184,1
1723781,67,7,6,0,10310,0
1723781,67,7,6,0,130,0
2048527,67,8,7,48,196,1
2048527,67,8,7,48,13176,1
2048527,67,8,7,0,11759,0
2389031,67,9,7,55,196,1
2389031,67,9,7,55,13176,1
2389031,67,9,7,55,130,1
2378562,67,10,6,61,196,1
2378562,67,10,6,61,43154,1
1515698,67,11,7,68,196,1
1515698,67,11,7,68,13176,1
1515698,67,11,7,68,130,1
1515698,67,11,7,68,6184,1
1928050,67,12,8,76,196,1
1928050,67,12,8,0,47402,0
1928050,67,12,8,0,4920,0
1928050,67,12,8,76,10310,1
1949274,67,13,6,82,196,1
1949274,67,13,6,82,130,1
1949274,67,13,6,82,6184,1
1949274,67,13,6,0,45004,0
551869,67,14,7,89,196,1
551869,67,14,7,89,6184,1
2233579,67,15,15,104,6184,1
2233579,67,15,15,104,47402,1
2233579,67,15,15,0,39657,0
2233579,67,15,15,0,30633,0
768572,67,16,9,113,196,1
768572,67,16,9,113,39657,1
768572,67,16,9,0,14444,0
46584,67,17,11,0,35561,0
150528,67,18,4,128,196,1
150528,67,18,4,0,43720,0
150528,67,18,4,128,13176,1
150528,67,18,4,128,39657,1
150528,67,18,4,0,10685,0
29758,67,19,9,137,13176,1
29758,67,19,9,137,196,1
29758,67,19,9,137,43154,1
2812906,67,20,3,140,39657,1
1558976,67,21,5,0,38928,0
1558976,67,21,5,145,196,1
1558976,67,21,5,145,47402,1
1558976,67,21,5,145,13176,1
1558976,67,21,5,0,18023,0
1558976,67,21,5,0,42265,0
863974,67,22,14,159,18023,1
863974,67,22,14,159,38928,1
863974,67,22,14,159,196,1
2308399,67,23,14,173,196,1
2308399,67,23,14,173,13176,1
2308399,67,23,14,173,18023,1
2308399,67,23,14,173,47402,1
2308399,67,23,14,173,6184,1
2308399,67,23,14,173,39657,1
1931044,67,24,1,174,3298,1
1931044,67,24,1,0,37527,0
2260493,70,1,0,0,1743,0
2260493,70,1,0,0,10673,0
2260493,70,1,0,0,34703,0
2260493,70,1,0,0,1006,0
2708482,70,2,11,0,23026,0
2708482,70,2,11,0,49363,0
2708482,70,2,11,11,1006,1
2708482,70,2,11,0,21799,0
2708482,70,2,11,0,9605,0
2708482,70,2,11,0,24852,0
3087916,70,3,5,16,24852,1
3087916,70,3,5,16,49363,1
3087916,70,3,5,16,10673,1
3087916,70,3,5,0,6851,0
3087916,70,3,5,0,33913,0
3087916,70,3,5,0,14104,0
3087916,70,3,5,0,43961,0
3087916,70,3,5,0,31725,0
3087916,70,3,5,0,33129,0
3087916,70,3,5,0,28427,0
3087916,70,3,5,0,22764,0
3087916,70,3,5,0,25839,0
3087916,70,3,5,0,34221,0
3087916,70,3,5,0,30391,0
3087916,70,3,5,0,7285,0
3087916,70,3,5,0,16953,0
3087916,70,3,5,0,4713,0
3080922,70,4,17,33,24852,1
3080922,70,4,17,33,43961,1
3080922,70,4,17,33,33129,1
3080922,70,4,17,33,4713,1
3080922,70,4,17,33,1006,1
3080922,70,4,17,0,46842,0
3080922,70,4,17,0,37520,0
3080922,70,4,17,33,6851,1
3080922,70,4,17,33,30391,1
3080922,70,4,17,33,28427,1
3080922,70,4,17,33,34703,1
3080922,70,4,17,0,7295,0
3080922,70,4,17,33,14104,1
3080922,70,4,17,0,44234,0
3080922,70,4,17,0,44391,0
3080922,70,4,17,0,8506,0
3080922,70,4,17,0,23594,0
3080922,70,4,17,0,45840,0
737301,70,5,30,0,16020,0
737301,70,5,30,0,36086,0
737301,70,5,30,0,13802,0
737301,70,5,30,0,43692,0
737301,70,5,30,0,30960,0
737301,70,5,30,0,2314,0
737301,70,5,30,0,15664,0
737301,70,5,30,0,25283,0
737301,70,5,30,63,28427,1
737301,70,5,30,0,21432,0
939800,70,6,11,0,31060,0
939800,70,6,11,0,14408,0
939800,70,6,11,74,25839,1
939800,70,6,11,74,37520,1
939800,70,6,11,0,34287,0
939800,70,6,11,0,14882,0
939800,70,6,11,0,44277,0
939800,70,6,11,0,43687,0
2509231,70,7,30,104,24852,1
2509231,70,7,30,0,16920,0
2509231,70,7,30,0,2707,0
2509231,70,7,30,104,44277,1
2509231,70,7,30,0,12986,0
2509231,70,7,30,104,21799,1
2509231,70,7,30,0,22989,0
2509231,70,7,30,0,38888,0
2509231,70,7,30,0,42736,0
2373040,70,8,9,113,24852,1
2373040,70,8,9,113,45840,1
2373040,70,8,9,0,5732,0
2950172,70,9,12,125,2314,1
2950172,70,9,12,125,30960,1
2950172,70,9,12,0,34449,0
2848644,70,10,14,139,24852,1
2848644,70,10,14,139,45840,1
2848644,70,10,14,0,19151,0
2848644,70,10,14,0,16044,0
450929,70,11,30,169,24852,1
450929,70,11,30,169,16920,1
450929,70,11,30,0,44919,0
450929,70,11,30,169,16020,1
450929,70,11,30,0,9199,0
450929,70,11,30,0,26172,0
450929,70,11,30,0,4210,0
450929,70,11,30,0,36810,0
450929,70,11,30,169,42736,1
450929,70,11,30,0,46453,0
450929,70,11,30,0,48171,0
450929,70,11,30,0,43352,0
450929,70,11,30,0,9076,0
450929,70,11,30,0,16797,0
450929,70,11,30,169,36086,1
2446697,70,12,30,199,45840,1
2446697,70,12,30,199,16044,1
29902,70,13,30,0,48787,0
29902,70,13,30,0,1104,0
29902,70,13,30,0,49683,0
29902,70,13,30,0,35108,0
29902,70,13,30,0,21376,0
364423,71,1,0,0,48857,0
364423,71,1,0,0,117,0
364423,71,1,0,0,18531,0
364423,71,1,0,0,5785,0
364423,71,1,0,0,9598,0
364423,71,1,0,0,30967,0
364423,71,1,0,0,33055,0
364423,71,1,0,0,33290,0
364423,71,1,0,0,19730,0
364423,71,1,0,0,33754,0
364423,71,1,0,0,29662,0
364423,71,1,0,0,23165,0
364423,71,1,0,0,22849,0
364423,71,1,0,0,48745,0
364423,71,1,0,0,42356,0
364423,71,1,0,0,22124,0
364423,71,1,0,0,22025,0
364423,71,1,0,0,32537,0
364423,71,1,0,0,48953,0
364423,71,1,0,0,17200,0
364423,71,1,0,0,41408,0
364423,71,1,0,0,13519,0
364423,71,1,0,0,18113,0
364423,71,1,0,0,26324,0
1962560,71,2,7,7,48857,1
1962560,71,2,7,7,5785,1
1962560,71,2,7,7,30967,1
1962560,71,2,7,7,9598,1
1962560,71,2,7,7,18531,1
1962560,71,2,7,7,117,1
1962560,71,2,7,7,17200,1
1962560,71,2,7,7,22124,1
1962560,71,2,7,7,33754,1
1962560,71,2,7,7,33055,1
1962560,71,2,7,0,45,0
1962560,71,2,7,0,28720,0
1962560,71,2,7,0,19156,0
1962560,71,2,7,0,42075,0
1962560,71,2,7,0,23216,0
1962560,71,2,7,0,35108,0
1962560,71,2,7,7,41408,1
1962560,71,2,7,7,22025,1
1962560,71,2,7,0,13176,0
1962560,71,2,7,0,46413,0
1962560,71,2,7,0,17461,0
1962560,71,2,7,0,25647,0
1962560,71,2,7,0,6336,0
1841185,71,3,9,0,41658,0
1841185,71,3,9,16,26324,1
1841185,71,3,9,0,25705,0
1841185,71,3,9,0,16182,0
1841185,71,3,9,16,5785,1
1841185,71,3,9,16,18531,1
1841185,71,3,9,16,35108,1
1841185,71,3,9,0,2078,0
1841185,71,3,9,0,38508,0
3112384,71,4,2,18,48857,1
3112384,71,4,2,18,18531,1
3112384,71,4,2,18,117,1
3112384,71,4,2,18,17200,1
3112384,71,4,2,18,42356,1
3112384,71,4,2,18,22124,1
3112384,71,4,2,18,19156,1
3112384,71,4,2,18,33754,1
3112384,71,4,2,0,19938,0
3112384,71,4,2,0,41757,0
3112384,71,4,2,0,28278,0
3112384,71,4,2,0,31194,0
3112384,71,4,2,0,9076,0
3112384,71,4,2,18,48953,1
3112384,71,4,2,0,13780,0
3112384,71,4,2,18,6336,1
3112384,71,4,2,0,47209,0
3112384,71,4,2,0,45002,0
3112384,71,4,2,0,40706,0
3112384,71,4,2,18,22849,1
3112384,71,4,2,0,48364,0
3112384,71,4,2,0,24964,0
3112384,71,4,2,0,3376,0
3112384,71,4,2,18,35108,1
3112384,71,4,2,0,41319,0
3112384,71,4,2,0,47861,0
3112384,71,4,2,0,19154,0
3112384,71,4,2,0,45368,0
3112384,71,4,2,18,41408,1
3112384,71,4,2,0,5876,0
3112384,71,4,2,0,20034,0
2012622,71,5,18,36,48857,1
2012622,71,5,18,36,5785,1
2012622,71,5,18,36,117,1
2012622,71,5,18,36,9598,1
2012622,71,5,18,36,30967,1
2012622,71,5,18,36,41408,1
2012622,71,5,18,36,42356,1
2012622,71,5,18,36,17200,1
2012622,71,5,18,36,35108,1
2012622,71,5,18,36,22025,1
2012622,71,5,18,36,45,1
2012622,71,5,18,36,48953,1
2012622,71,5,18,36,41757,1
2012622,71,5,18,0,15085,0
2012622,71,5,18,36,41319,1
2012622,71,5,18,36,19730,1
2012622,71,5,18,0,9385,0
2012622,71,5,18,0,2825,0
2012622,71,5,18,0,27243,0
2012622,71,5,18,0,6788,0
2012622,71,5,18,36,47209,1
